,Unnamed: 0.1,Unnamed: 0,title,keyword,category,score,author,publisher,reviewnum
5884,5884,5885,물리법칙의 특성,양자 역학 파인만 아인슈타인 갈릴레오 서점가 뉴턴,['국내도서 > 과학 > 물리학 > 물리학일반 > 물리학이론'],33/33/0/33/0,리처드 파인먼 저자(글) · 이정호 번역,전파과학사,4.0
5885,5885,5886,양자역학의 세계,물리학 신잡 김상욱 물리학상 역저 유카,"['국내도서 > 과학 > 물리학 > 양자역학', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 대학교재 > 자연과학 > 물리학']",50/0/50/0/0,가다야마 야수히사 저자(글) · 김명수 번역,전파과학사,3.0
5886,5886,5887,초전도란 무엇인가,자속 자기장 초전도체 파울리 리니어 페르미,"['국내도서 > 과학 > 물리학 > 양자역학', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 대학교재 > 자연과학 > 물리학']",0/0/0/0/0,오쓰카 다이이치로 저자(글) · 김병호 번역,전파과학사,0.0
5887,5887,5888,원자력계통,응축기 감압 체적 송전선 냉각수 요소 기술,"['국내도서 > 기술/공학 > 환경/소방/도시/조경 > 안전자격증 > 위험물산업기사', '국내도서 > 기술/공학 > 대학교재 > 화학공학', '국내도서 > 과학 > 물리학 > 원자력/핵/방사선', '국내도서 > 대학교재 > 기술공학 > 화학공학']",0/0/0/0/0,김재근 저자(글),영남대학교출판부,0.0
5888,5888,5889,파인만의 물리학 길라잡이,노벨상 리뷰 선적분 각운동량 샌즈 매슈,['국내도서 > 과학 > 물리학 > 물리학일반 > 물리학이론'],50/25/0/0/25,리처드 파인만 저자(글) · 박병철 번역,승산,6.0
5889,5889,5890,고분자 물성과 물리화학(해설),분자량 기기 분석 용액 거동 계면 열역학,"['국내도서 > 과학 > 물리학 > 첨단물리학', '국내도서 > 과학 > 화학 > 물리화학', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 과학 > 대학교재 > 화학', '국내도서 > 대학교재 > 자연과학 > 물리학', '국내도서 > 대학교재 > 자연과학 > 화학']",0/0/0/0/0,"이장우 , 정우혁 저자(글)",사이플러스,0.0
5890,5890,5891,빛과 전자의 초대 Quantum,원소 하이젠베르크 파동 방정식 물질파 체열 원자,"['국내도서 > 과학 > 물리학 > 카오스/빛/양자', '국내도서 > 기술/공학 > 전기/전자 > 전기전자공학 > 전자기학/전기자기학', '국내도서 > 과학 > 물리학 > 전자기학/전기자기학', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 대학교재 > 자연과학 > 물리학']",0/0/0/0/0,김영훈 저자(글),진샘미디어,0.0
5891,5891,5892,상대성의 특수이론과 일반이론,유클리드 물리학 연속체 피조 고전 역학 셰필드,['국내도서 > 과학 > 물리학 > 물리학일반 > 물리학이론'],50/25/25/0/0,알베르트 아인슈타인 저자(글) · 이주명 번역,필맥,9.0
5892,5892,5893,닐스 보어,그래픽 노블 하이젠베르크 디랙 보른 타미 알버트 아인슈타인,"['국내도서 > 과학 > 교양과학 > 과학자', '국내도서 > 시/에세이 > 인물/자전적에세이 > 과학자', '국내도서 > 과학 > 물리학 > 양자역학']",40/20/20/0/20,짐 오타비아니 저자(글) · 김소정 번역 · 릴런드 퍼비스 그림/만화 · 이강환 감수,푸른지식,7.0
5893,5893,5894,Cheng의 전자기학,전송선 고급 학습 중급 학습 초급 학습 전자기장 전자기파,"['국내도서 > 기술/공학 > 전기/전자 > 전기전자공학 > 전자기학/전기자기학', '국내도서 > 과학 > 물리학 > 전자기학/전기자기학']",75/25/0/0/0,"David K. Cheng 저자(글) · 이택경 , 김동명 , 이승대 , 이우경, 이재욱, 최학근 번역",성진미디어,4.0
5894,5894,5895,새로운 양자물리와 초전도,맥스웰 매질 초전 패러다임 초전도체 위치 에너지,"['국내도서 > 과학 > 물리학 > 물리학일반 > 물리학이론', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 대학교재 > 자연과학 > 물리학']",0/0/0/0/0,김민태 저자(글),도서출판 홍릉(홍릉과학출판사),0.0
5895,5895,5896,이해하면 이상한 양자역학,과학이야기 물리학 순간이동 에버렛 하이젠베르크 파울리,['국내도서 > 과학 > 물리학 > 양자역학'],50/33/17/0/0,"타냐 버브 , 제프리 버브 저자(글) · 김성훈 번역",다른,6.0
5896,5896,5897,생각하며 배우는 대학물리학,연습 키르히호프 앙페르 교류 회로 축전기 슈뢰딩거,"['국내도서 > 과학 > 물리학 > 물리학일반 > 대학물리학', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 대학교재 > 자연과학 > 물리학']",75/0/0/0/25,이기영 저자(글),한빛아카데미,6.0
5897,5897,5898,방사선물리학,핵반응 가속기 방사능 원자 상호 작용 물질,"['국내도서 > 과학 > 물리학 > 원자력/핵/방사선', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 대학교재 > 자연과학 > 물리학']",0/100/0/0/0,김현자 저자(글),북스힐,1.0
5898,5898,5899,그림으로 배우는 역학기초,삼각함수 물체 고전 역학 돌림힘 해머 운동량,"['국내도서 > 과학 > 물리학 > 역학', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 대학교재 > 자연과학 > 물리학']",0/67/22/0/11,"고미네 다쓰오 저자(글) · 김종수 , 박해경 번역",북스힐,11.0
5899,5899,5900,슈뢰딩거의 고양이를 찾아서,물리학 파동 아인슈타인 흐름 보어 비유,['국내도서 > 과학 > 물리학 > 양자역학'],27/9/36/9/18,존 그리빈 저자(글) · 박병철 번역,휴머니스트,12.0
5900,5900,5901,양자 컴퓨터를 위한 수학,힐베르트 암호학 가산기 단열 텐서 산술 연산,"['국내도서 > 컴퓨터/IT > 컴퓨터공학 > 컴퓨터공학/과학개론', '국내도서 > 과학 > 물리학 > 양자역학', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",33/33/0/0/33,볼프강 시어러 저자(글) · 추정호 번역,에이콘출판,4.0
5901,5901,5902,맥스웰방정식 완벽해부,맥스웰 파동 방정식 장용 가우스 전기 물질,"['국내도서 > 기술/공학 > 전기/전자 > 전기전자공학 > 전자기학/전기자기학', '국내도서 > 과학 > 물리학 > 전자기학/전기자기학']",33/50/17/0/0,Daniel Fleisch 저자(글) · 유태훈 번역,학산미디어,6.0
5902,5902,5903,임상 핵의학검사기술학,정도 관리 검체 전자회로 표지자 취급 방법 검출기,"['국내도서 > 기술/공학 > 의학 > 기초의학 > 초음파/방사선', '국내도서 > 기술/공학 > 대학교재 > 의학', '국내도서 > 과학 > 물리학 > 원자력/핵/방사선', '국내도서 > 대학교재 > 기술공학 > 의학']",0/0/0/0/0,"서일택 , 강영태 , 김윤식 , 김은중 , 김판길 , 김혜영 , 나영악 , 노경운 , 박재승 , 박철 , 서장훈 , 신숙희 , 윤기남 , 이인수 , 이준호 , 임용 , 최진일 , 허지혜 저자(글)",고려의학,0.0
5903,5903,5904,다세계,물리학 김상욱 엘렌 조던 카를로 평행 우주,['국내도서 > 과학 > 물리학 > 양자역학'],0/0/50/25/25,숀 캐럴 저자(글) · 김영태 번역,프시케의숲,5.0
5904,5904,5905,양자물리학,고유값 이중성 연산자 수소 원자 입자 각운동량,"['국내도서 > 과학 > 물리학 > 양자역학', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 대학교재 > 자연과학 > 물리학']",0/0/0/0/0,서강대학교 물리학과 번역 · Stephen Gasiorowicz 저자(글),한티에듀,0.0
5905,5905,5906,빛의 핵심,분광학 물리이야기 마이크로파 김범준 마르코니 주요 수단,"['국내도서 > 과학 > 교양과학 > 교양물리 > 물리이야기', '국내도서 > 과학 > 물리학 > 광학/음향학 > 광학']",30/0/40/0/30,고재현 저자(글),사이언스북스,10.0
5906,5906,5907,양자컴퓨팅,기본 가정 잡음 알고리즘 정정 오류 구현,"['국내도서 > 과학 > 물리학 > 양자역학', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 컴퓨터/IT > 컴퓨터공학 > 컴퓨터공학/과학개론', '국내도서 > 대학교재 > 자연과학 > 물리학']",0/0/100/0/0,"이민철 , 최만수 저자(글)",청범출판사,2.0
5907,5907,5908,전자기학의 개념원리,자계 전계 공간 벡터 전자파 수식 단원,"['국내도서 > 기술/공학 > 전기/전자 > 전기전자공학 > 전자기학/전기자기학', '국내도서 > 과학 > 물리학 > 전자기학/전기자기학']",0/0/0/0/0,"홍희식 , 김덕수 , 김장욱 저자(글)",복두출판사,0.0
5908,5908,5909,퀀텀스토리,슈뢰딩거 디랙 코펜하겐 파인먼 하이젠베르크 폭풍전야,['국내도서 > 과학 > 물리학 > 양자역학'],0/50/0/50/0,짐 배것 저자(글) · 박병철 번역 · 이강영 해제,반니,2.0
5909,5909,5910,방사선 방사능 이야기,후쿠시마 원자로 칼럼 방사성 요오드 노출,['국내도서 > 과학 > 물리학 > 원자력/핵/방사선'],0/0/0/0/0,정홍량 감역 · 타다 준이치로 저자(글) · 김기복 번역,성안당,0.0
5910,5910,5911,전지,미우라 솔라 방전 심화 학습 태양 전지 전기 분해,['국내도서 > 과학 > 물리학 > 물리학일반 > 물리학이론'],0/0/0/50/50,"Fujitaki Kazuhiro , Sato Yuichi 저자(글) · 김광호 , 김필호 번역 · Manishi Mari 그림/만화",성안당,2.0
5911,5911,5912,만화로 쉽게 배우는 양자역학,원소 라부아지에 러더퍼드 하이젠베르크 파울리 칼럼,"['국내도서 > 과학 > 물리학 > 양자역학', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 대학교재 > 자연과학 > 물리학']",75/0/0/0/25,Kenji Ishikawa 저자(글) · 이희천 번역 · 가와바타 키요시 감수,성안당,4.0
5912,5912,5913,나의 행복한 물리학 특강,우주 뉴턴 엑스선 관악기 현악기 법칙,['국내도서 > 과학 > 물리학 > 물리학일반 > 물리학이론'],33/33/0/0/33,월터 르윈 저자(글) · 고중숙 번역,김영사,9.0
5913,5913,5914,역학의 발달,다윈 플랑크 삼지 베네딕트 사상사 스펜서,['국내도서 > 과학 > 물리학 > 역학'],50/0/50/0/0,에른스트 마흐 저자(글) · 고인석 번역,한길사,2.0
5914,5914,5915,기초물리학,탐구 문제 동형 사전 학습 쟁점 사고 능력 비판,"['국내도서 > 과학 > 물리학 > 물리학일반 > 기초물리학', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 대학교재 > 자연과학 > 물리학']",0/0/0/0/0,"Bill W. Tillery , Stephanie J. Slater , Timothy F. Slater 저자(글) · 이지우 , 심경무 , 문걸 번역",교문사(청문각),0.0
5915,5915,5916,통계열역학,맥스웰 카르노 고체 메이어 비열 앙상블,"['국내도서 > 과학 > 물리학 > 수리물리학', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 대학교재 > 자연과학 > 물리학']",0/0/0/0/0,이재우 저자(글),교문사,0.0
5916,5916,5917,구름물리학,강수 생성 난류 한랭 응결 연습 문제 풀이,"['국내도서 > 과학 > 물리학 > 물리학일반 > 물리학이론', '국내도서 > 과학 > 지구과학 > 기상학/기후학', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 과학 > 대학교재 > 지학/광물학', '국내도서 > 대학교재 > 자연과학 > 물리학', '국내도서 > 대학교재 > 자연과학 > 지학/광물학']",0/0/0/0/0,"김경익 , 김병곤 , 이규원 , 임교선 , 장기호 , 차주완 저자(글)",동화기술,0.0
5917,5917,5918,"양자, 정보, 생명",인공지능 김재영 이정민 서울 섀넌 김민수,"['국내도서 > 과학 > 물리학 > 양자역학', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 대학교재 > 자연과학 > 물리학']",0/0/100/0/0,"장회익 , 이중원 , 김재영 , 이정민 , 김명석 , 이충형 , 이상욱 , 최무영 , 양형진 , 김민수 저자(글)",한울아카데미,1.0
5918,5918,5919,고전역학(개정판),동역학 해밀턴 뉴턴 텐서 운동 방정식,"['국내도서 > 과학 > 물리학 > 역학', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 대학교재 > 자연과학 > 물리학']",100/0/0/0/0,문희태 저자(글),서울대학교출판부,1.0
5919,5919,5920,기초 물리학,강체 광학 회전 운동 전기장 열역학 기유,"['국내도서 > 과학 > 물리학 > 물리학일반 > 기초물리학', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 대학교재 > 자연과학 > 물리학']",50/0/0/0/50,기초물리학교재편찬위원회 저자(글),북스힐,5.0
5920,5920,5921,물리학의 기초,이상 기체 자기력 돌림힘 원운동 각운동량 유체,"['국내도서 > 과학 > 물리학 > 물리학일반 > 물리학이론', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 대학교재 > 자연과학 > 물리학']",0/0/0/0/100,GIAMBATTISTA 외 저자(글) · 물리학교재편찬위원회 번역,북스힐,1.0
5921,5921,5922,전산물리학,미분 방정식 몬테 카를로 프로그래밍 언어 감쇠 수소 원자,"['국내도서 > 컴퓨터/IT > 프로그래밍 언어 > C', '국내도서 > 과학 > 물리학 > 물리학일반 > 물리학이론', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",0/0/0/0/0,홍승우 저자(글),북스힐,0.0
5922,5922,5923,물리학의 역사와 철학,양자 역학 맥스웰 갈릴레이 카우프만 형이상학 케플러 법칙,"['국내도서 > 과학 > 물리학 > 물리학일반 > 물리학이론', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 대학교재 > 자연과학 > 물리학']",50/0/0/0/50,JAMES T. CUSHING 저자(글) · 송진웅 번역,북스힐,4.0
5923,5923,5924,현대 물리학,맥스웰 추가 문제 볼츠만 헤르츠 입자 물리학 디랙,"['국내도서 > 과학 > 물리학 > 물리학일반 > 물리학이론', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 대학교재 > 자연과학 > 물리학']",100/0/0/0/0,"SERWAY , Moses , Moyer 저자(글) · 김광철 번역",북스힐,1.0
5924,5924,5925,고전역학의 현대적 이해,지안 강체 평면 운동 운동 방정식 관성력 비관,"['국내도서 > 과학 > 물리학 > 역학', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 대학교재 > 자연과학 > 물리학']",100/0/0/0/0,"정용욱 , 하상우 , 변태진 , 이경호 저자(글)",북스힐,3.0
5925,5925,5926,뉴턴 역학과 만유인력,프린 키 피아 원운동 계산 문제 케플러 갈릴레이 에너지 보존 법칙,['국내도서 > 과학 > 물리학 > 역학'],43/43/14/0/0,일본 뉴턴프레스 저자(글),아이뉴턴(뉴턴코리아),7.0
5926,5926,5927,아날로그 사이언스: 만화로 읽는 양자역학,슈뢰딩거 과학사 하이젠베르크 아인슈타인 파울리 알랭,['국내도서 > 과학 > 물리학 > 양자역학'],33/25/8/0/33,윤진 저자(글) · 이솔 그림/만화 · 최준곤 감수,해나무,19.0
5927,5927,5928,수학으로 배우는 양자역학의 법칙,슈뢰딩거 하이젠베르크 브로이 보른 플랑크 고전 역학,"['국내도서 > 과학 > 물리학 > 양자역학', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 대학교재 > 자연과학 > 물리학']",0/33/33/0/33,Transnational College of LEX 저자(글) · 강현정 번역 · 곽영직 감수,Gbrain(지브레인),3.0
5928,5928,5929,실체에 이르는 길 2,양자 역학 디랙 노벨물리학상 슈뢰딩거 양자 이론 파인만,['국내도서 > 과학 > 물리학 > 물리학일반 > 물리학이론'],29/0/14/29/29,로저 펜로즈 저자(글) · 박병철 번역,승산,7.0
5929,5929,5930,양자우연성,다윈 암호학 뉴턴 비국 소성 최대한 배제,"['국내도서 > 과학 > 물리학 > 양자역학', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 대학교재 > 자연과학 > 물리학']",0/0/100/0/0,"니콜라스 지생 저자(글) · 이해웅 , 이순칠 번역 · 김재완 감수",승산,3.0
5930,5930,5931,폴 디랙,양자 역학 리처드 파인만 시대상 스트레인지 퀀텀 양자 물리학,"['국내도서 > 과학 > 교양과학 > 과학자', '국내도서 > 시/에세이 > 인물/자전적에세이 > 과학자', '국내도서 > 과학 > 물리학 > 물리학일반 > 현대물리학']",50/0/50/0/0,그레이엄 파멜로 저자(글) · 노태복 번역,승산,2.0
5931,5931,5932,양자역학의 역사와 철학,하이젠베르크 슈뢰딩거 파동 방정식 보른 플랑크 이중성,"['국내도서 > 과학 > 물리학 > 양자역학', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 대학교재 > 자연과학 > 물리학']",0/50/50/0/0,김유신 저자(글),이학사,3.0
5932,5932,5933,상대성이론은 처음이지?,물리학 맥스웰 아인슈타인 웜홀 산책 그래비티,['국내도서 > 과학 > 물리학 > 물리학일반 > 물리학이론'],33/67/0/0/0,곽영직 저자(글),북멘토,15.0
5933,5933,5934,양자역학은 처음이지?,원자 모형 스토리텔링 러더퍼드 과학교양서 키르히호프 아보가드로,['국내도서 > 과학 > 물리학 > 양자역학'],33/17/17/17/17,곽영직 저자(글),북멘토,17.0
5934,5934,5935,세상을 바꾼 물리학,양자 역학 맥스웰 갈릴레오 뉴턴 프린 키 피아 카르노,['국내도서 > 과학 > 물리학 > 물리학일반 > 물리학이론'],17/33/17/0/33,원정현 저자(글),리베르스쿨,9.0
5935,5935,5936,물리광학,편광 도플러 효과 파동 방정식 로이드 연습 문제 분해능,"['국내도서 > 과학 > 물리학 > 광학/음향학 > 광학', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 대학교재 > 자연과학 > 물리학']",0/0/0/0/0,"최성숙 , 최은정 저자(글)",대학서림,0.0
5936,5936,5937,러더퍼드와 원자의 본질,케임브리지 캐번디시 몬트리올 맨체스터 물리학 뉴질랜드,['국내도서 > 과학 > 물리학 > 원자력/핵/방사선'],0/0/0/0/0,에드워드 안드레이드 저자(글) · 안운선 번역,전파과학사,0.0
5937,5937,5938,전자기학의 ABC,물리학 전자기 유도 중심 테마 응용 사례 기본 법칙 추궁,"['국내도서 > 기술/공학 > 전기/전자 > 전기전자공학 > 전자기학/전기자기학', '국내도서 > 과학 > 물리학 > 전자기학/전기자기학']",40/60/0/0/0,후쿠시마 하지메 저자(글) · 손영수 번역,전파과학사,5.0
5938,5938,5939,자석 이야기,자기학 길버트 앙페르 쿨롱 석편 소아시아,"['국내도서 > 기술/공학 > 전기/전자 > 전기전자공학 > 전자기학/전기자기학', '국내도서 > 과학 > 물리학 > 전자기학/전기자기학']",0/0/0/0/0,F. 비터 저자(글) · 지창렬 번역,전파과학사,0.0
5939,5939,5940,쿼크: 소립자물리의 최전선,기본 입자 모형 파인만 페르미 살람 나카노,"['국내도서 > 과학 > 물리학 > 원자력/핵/방사선', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 대학교재 > 자연과학 > 물리학']",50/50/0/0/0,"난부 요이치로 저자(글) · 김정흠 , 손영수 번역",전파과학사,2.0
5940,5940,5941,일반물리학실험,오실로스코프 컴퓨터 정상파 보존 학부 과정 회절,"['국내도서 > 과학 > 물리학 > 물리학일반 > 일반물리학', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 대학교재 > 자연과학 > 물리학']",0/0/0/0/0,한양대학교 물리교재위원회 저자(글),한양대학교출판부,0.0
5941,5941,5942,IC-PBL을 위한 일반물리학실험: 전기전자·광학 편,오실로스코프 교류 회로 단위계 그리스 회절 편광,"['국내도서 > 과학 > 물리학 > 물리학일반 > 일반물리학', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 대학교재 > 자연과학 > 물리학']",0/0/0/0/0,정희준 저자(글),한양대학교출판부,0.0
5942,5942,5943,열 및 통계 물리학,냉동기 이상 기체 볼츠만 데바 페르미 아인슈타인,"['국내도서 > 과학 > 물리학 > 수리물리학', '국내도서 > 과학 > 수학 > 통계 > 통계이론', '국내도서 > 과학 > 대학교재 > 수학', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 대학교재 > 자연과학 > 수학', '국내도서 > 대학교재 > 자연과학 > 물리학']",0/20/20/0/60,DANIEL V.SCHROEDER 저자(글) · 김승곤 외 번역,도서출판 홍릉(홍릉과학출판사),5.0
5943,5943,5944,파동과 진동,퓨리 브로이 비분 산파 전자기파 좌표계,"['국내도서 > 과학 > 물리학 > 광학/음향학 > 음향학/진동학', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 대학교재 > 자연과학 > 물리학']",0/0/0/0/0,IAIN G. MAIN 저자(글) · 김중복 번역,도서출판 홍릉(홍릉과학출판사),0.0
5944,5944,5945,X 선회절,결정 구조 시료 인자 책 뒤편 제곱 격자,"['국내도서 > 기술/공학 > 전기/전자 > 전기전자공학 > 전자기학/전기자기학', '국내도서 > 과학 > 물리학 > 전자기학/전기자기학']",0/0/100/0/0,"C. SURYANARAYANA , M. GRANT NORTON 저자(글) · 김유택 번역",도서출판 홍릉(홍릉과학출판사),2.0
5945,5945,5946,양자 이론과 물리학의 분열,관찰자 확률 계산 현대 물리학 실재론 객관성 역설,"['국내도서 > 과학 > 물리학 > 양자역학', '국내도서 > 과학 > 물리학 > 물리학일반 > 물리학이론']",0/0/0/0/0,"윌리엄 바틀리 3세 엮음 · 이한구 , 이창환 번역",철학과현실사,0.0
5946,5946,5947,물리문제총론,물리학 전자기학 핵물리학 상대론 광학 원자,"['국내도서 > 과학 > 물리학 > 물리학일반 > 물리학이론', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 대학교재 > 자연과학 > 물리학']",0/0/0/0/0,김성원 저자(글),교우사,0.0
5947,5947,5948,물리학자 푸리에와 고속 푸리에 변환,푸리 합성곱 기수 알고리즘 급수 적분,"['국내도서 > 과학 > 물리학 > 수리물리학', '국내도서 > 과학 > 교양과학 > 교양물리 > 물리이야기', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 대학교재 > 자연과학 > 물리학']",0/0/0/0/0,최행진 저자(글),교우사,0.0
5948,5948,5949,고전역학,방정식 오일러 지안 해밀턴 푸아송 강체,"['국내도서 > 과학 > 물리학 > 역학', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 대학교재 > 자연과학 > 물리학']",20/60/0/20/0,"L. D. Landau , E. M. Lifshitz 저자(글) · 권영준 , 김홍빈 번역",교우사,5.0
5949,5949,5950,최신물리학용어사전,전자기학 경화 광학 평형 원자 가공,"['국내도서 > 과학 > 물리학 > 물리학일반 > 일반물리학', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 대학교재 > 자연과학 > 물리학']",0/0/0/0/0,김인묵 외 저자(글),탐구당,0.0
5950,5950,5951,알기쉬운 물리학 강의,뉴턴 원자론 특수 상대 운동량 전자기 유도 고체,"['국내도서 > 과학 > 물리학 > 물리학일반 > 일반물리학', '국내도서 > 과학 > 물리학 > 물리학일반 > 물리학이론', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 대학교재 > 자연과학 > 물리학']",0/100/0/0/0,HEWITT 저자(글) · 공창식 외 번역,청범출판사,6.0
5951,5951,5952,중력,우주 아인슈타인 슈타인 방정식 일반 상대 특수 상대,"['국내도서 > 과학 > 물리학 > 물리학일반 > 물리학이론', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 대학교재 > 자연과학 > 물리학']",50/0/0/0/50,JAMES B. HARTLE 저자(글) · 민건 번역,청범출판사,2.0
5952,5952,5953,조지 가모브 물리열차를 타다,양자역학 맥스웰 디랙 노 교수 물리이야기 파인만,"['국내도서 > 과학 > 교양과학 > 교양물리 > 물리이야기', '국내도서 > 과학 > 물리학 > 양자역학']",50/0/0/50/0,조지 가모브 저자(글) · 승영조 번역,승산,6.0
5953,5953,5954,파인만의 물리학 강의 1(2),줄리언 아인슈타인 북카페 파동 방정식 노벨 물리학상 열역학,"['국내도서 > 과학 > 물리학 > 물리학일반 > 일반물리학', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 대학교재 > 자연과학 > 물리학']",0/0/67/0/33,리처드 파인만 외 저자(글) · 박병철 번역,승산,5.0
5954,5954,5955,SCIENCE(사이언스) 101: 물리학,뉴턴 파울리 카르노 열역학 허블 케플러,['국내도서 > 과학 > 물리학 > 물리학일반 > 물리학이론'],0/0/0/0/0,BARRY PARKER 저자(글) · 손영운 번역,북스힐,1.0
5955,5955,5956,방사선취급기술,분해능 검출기 감쇠 감마선 계수법 다채널,"['국내도서 > 기술/공학 > 공학일반 > 기술공학일반 > 기타공학', '국내도서 > 기술/공학 > 대학교재 > 기계공학', '국내도서 > 과학 > 물리학 > 원자력/핵/방사선', '국내도서 > 대학교재 > 기술공학 > 기계공학']",60/0/0/20/20,한국방사선진흥협회 저자(글),한국동위원소협회,5.0
5956,5956,5957,플라스마 물리 입문,유체 방전 부록 함수 분포 연습 문제,"['국내도서 > 과학 > 물리학 > 물리학일반 > 물리학이론', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 대학교재 > 자연과학 > 물리학']",0/0/0/0/0,"박원택 , Sergey Dvinin 저자(글)",도서출판 홍릉(홍릉과학출판사),0.0
5957,5957,5958,양자중력으로 가는 길: 고리양자중력이론 입문,상대론 말리 대성 반성,"['국내도서 > 과학 > 물리학 > 양자역학', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 대학교재 > 자연과학 > 물리학']",0/0/0/100/0,윤종국 저자(글),교우,1.0
5958,5958,5959,상대성 이론의 공리화,공리 도플러 효과 페르마 계량 정상 상태 근방,['국내도서 > 과학 > 물리학 > 물리학일반 > 물리학이론'],0/0/0/50/50,한스 라이헨바흐 저자(글) · 강형구 번역,지식을만드는지식,2.0
5959,5959,5960,고체물리의 이해,반도체 소자 결정 구조 초전도체 회절 유전체 고분자,"['국내도서 > 과학 > 물리학 > 물리학일반 > 물리학이론', '국내도서 > 과학 > 대학교재 > 물리학', '국내도서 > 대학교재 > 자연과학 > 물리학']",0/0/0/0/0,"Sharon Ann Holgate 저자(글) · 강석주 , 김종복 , 심우영 , 진전호 번역",홍릉,0.0
5960,5960,5961,줌달의 일반화학,원소 염기 평형 용액 열화학 용해도 분자,"['국내도서 > 과학 > 화학 > 일반화학', '국내도서 > 과학 > 대학교재 > 화학', '국내도서 > 대학교재 > 자연과학 > 화학']",51/8/14/1/26,Steven S. Zumdahl 저자(글) · 화학교재연구회 번역,사이플러스,100.0
5961,5961,5962,유기화학,알케인 알카인 치환 반응 입체 화학 카복실산 알켄,"['국내도서 > 과학 > 화학 > 유기화학', '국내도서 > 과학 > 대학교재 > 화학', '국내도서 > 대학교재 > 자연과학 > 화학']",49/8/14/0/30,John E. McMurry 저자(글) · 화학교재연구회 번역,사이플러스,40.0
5962,5962,5963,기기분석의 이해,분광학 기타 방법 분자 측정 전기,"['국내도서 > 과학 > 화학 > 분석화학', '국내도서 > 과학 > 대학교재 > 화학', '국내도서 > 대학교재 > 자연과학 > 화학']",100/0/0/0/0,"Douglas A.Skoog , F.James Holler , Stanley R.Crouch 저자(글) · 명노승 , 명승운 , 이효중 , 장병용 , 최성신 , 김성환 , 김주훈 , 김혁한 , 문명희 , 윤완수 , 이영일 , 이용일 , , , 번역",CENGAGE,4.0
5963,5963,5964,Brown 일반화학 세트,원소 노벨상 수용액 수학 연산 열역학 염기 평형,"['국내도서 > 과학 > 화학 > 일반화학', '국내도서 > 과학 > 대학교재 > 화학', '국내도서 > 대학교재 > 자연과학 > 화학']",17/50/17/17/0,"Theodore L. Brown , H. Eugene LeMay , Bruce E. Bursten , Catherine J. Murphy , Patrick M. Woodward , Matthew W. Stoltzfus 저자(글) · 화학교재연구회 번역",자유아카데미,6.0
5964,5964,5965,일반화학,분자 수준 분자 구조 심층 학습 분광학 열역학 염기 평형,"['국내도서 > 과학 > 화학 > 일반화학', '국내도서 > 과학 > 대학교재 > 화학', '국내도서 > 대학교재 > 자연과학 > 화학']",60/16/0/0/24,"David W. Oxtoby , H. P. Gillis , Alan Campion 저자(글) · 화학교재연구회 번역",사이플러스,26.0
